Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.71,30.035,30.041,29.976,29.903,29.829,29.757,29.69,29.619,Selling,30.38,30.185,30.144,30.086,30.023,29.959,29.897,29.84,29.777
Buying,3.705,3.826,3.829,3.829,3.828,3.827,3.823,3.819,3.815,Selling,3.909,3.896,3.89,3.893,3.892,3.892,3.889,3.886,3.883
Buying,39.43,40.325,40.491,40.414,40.317,40.24,40.155,40.07,39.985,Selling,41.55,40.955,40.91,40.871,40.783,40.711,40.639,40.567,40.495
Buying,19.06,19.275,19.414,19.382,19.34,19.31,19.277,19.245,19.211,Selling,19.84,19.62,19.621,19.604,19.567,19.537,19.509,19.482,19.455
Buying,21.23,21.56,21.688,21.664,21.636,21.622,21.601,21.58,21.559,Selling,22.14,21.89,21.898,21.894,21.87,21.859,21.844,21.829,21.815
Buying,22.86,23.33,23.373,23.358,23.35,23.35,23.347,23.343,23.34,Selling,23.77,23.55,23.565,23.574,23.57,23.571,23.574,23.577,23.581
Buying,36.49,37.1,37.227,37.24,37.282,37.337,37.387,37.437,37.488,Selling,37.69,37.49,37.497,37.551,37.601,37.657,37.718,37.779,37.84
Buying,0.1948,0.2016,0.2018,0.2019,0.202,0.2022,0.2023,0.2024,0.2025,Selling,0.2076,0.2066,0.2059,0.2061,0.2063,0.2065,0.2067,0.2069,0.2071
Buying,0.0,1.657,1.664,1.658,1.65,1.643,1.635,1.627,1.62,Selling,0.0,1.747,1.745,1.74,1.733,1.726,1.718,1.711,1.704
Buying,0.0,3.08,3.109,3.106,3.104,3.103,3.102,3.101,3.099,Selling,0.0,3.2,3.21,3.211,3.209,3.209,3.208,3.208,3.208
Buying,17.27,17.6,17.717,17.69,17.662,17.642,17.619,17.595,17.572,Selling,18.12,17.9,17.927,17.92,17.896,17.877,17.858,17.84,17.821
Buying,0.7959,0.9063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9859,0.9523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.27,34.785,34.971,34.952,34.933,34.916,34.894,34.872,34.837,Selling,35.61,35.385,35.378,35.374,35.359,35.348,35.342,35.336,35.329
Buying,0.01988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.094,4.161,4.1642,4.1625,4.162,4.1609,4.1592,4.1568,4.1556,Selling,4.256,4.221,4.2151,4.2154,4.2151,4.2144,4.2144,4.2144,4.2145
